Age,Turnover,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
57.0,Yes,Travel_Frequently,872.0,Sales,5.0,1,Marketing,1,1703.0,2,Female,80,4.0,4,Research Scientist,3.0,Married,34315.0,480410.0,0.0,Y,Yes,21.0,3.0,4.0,80,3,35.0,1.0,1,24.0,4.0,8.0,9
58.0,No,Travel_Rarely,1266.0,Human Resources,39.0,5,Other,1,4024.0,4,Male,39,1.0,2,Manufacturing Director,4.0,Married,43942.0,1313547.125,3.0,Y,Yes,21.0,2.0,2.0,80,3,15.0,2.0,2,6.0,4.0,1.0,3
33.0,No,Travel_Rarely,668.0,Sales,42.0,2,Technical Degree,1,2970.0,2,Female,69,3.0,5,Sales Representative,3.0,Single,31678.0,380136.0,4.0,Y,No,10.0,4.0,1.0,80,4,1.0,5.0,2,1.0,1.0,1.0,1
55.0,Yes,Non-Travel,610.0,Hardware,41.0,4,Other,1,825.0,4,Male,198,2.0,4,Research Scientist,3.0,Married,39821.0,1114988.0,1.0,Y,No,27.0,2.0,3.0,80,3,31.0,6.0,4,4.0,3.0,2.0,3
45.0,Yes,Travel_Rarely,1236.0,Support,29.0,2,Medical,1,2387.0,2,Female,148,4.0,3,Developer,4.0,Divorced,42131.0,926882.0,2.0,Y,No,44.0,2.0,4.0,80,4,40.0,1.0,4,17.0,14.0,11.0,11
22.0,No,Travel_Rarely,1465.0,Support,37.0,3,Technical Degree,1,1534.0,4,Female,192,1.0,5,Laboratory Technician,2.0,Divorced,42037.0,168148.0,0.0,Y,Yes,45.0,4.0,3.0,80,1,8.0,5.0,4,4.0,2.0,2.0,2
38.0,No,Travel_Rarely,668.0,Sales,29.0,5,Marketing,1,2744.0,3,Female,104,3.0,3,Sales Executive,3.0,Single,27796.0,472532.0,0.0,Y,No,41.0,4.0,1.0,80,4,32.0,6.0,4,2.0,2.0,1.0,2
46.0,Yes,Non-Travel,343.0,Software,39.0,4,Life Sciences,1,1753.0,1,Female,112,4.0,2,Manufacturing Director,3.0,Divorced,20047.0,601410.0,3.0,Y,Yes,11.0,1.0,2.0,80,3,8.0,4.0,2,2.0,1.0,2.0,1
55.0,No,Non-Travel,812.0,Software,6.0,2,Human Resources,1,9017.0,2,Male,109,2.0,1,Sales Representative,2.0,Divorced,13917.0,417510.0,4.0,Y,Yes,29.0,4.0,4.0,80,1,30.0,3.0,3,21.0,7.0,13.0,4
39.0,Yes,Travel_Rarely,1191.0,Human Resources,23.0,4,Life Sciences,1,9744.0,1,Male,46,1.0,1,Manager,4.0,Divorced,42000.0,42000.0,0.0,Y,No,22.0,1.0,4.0,80,4,28.0,4.0,1,5.0,4.0,1.0,4
34.0,Yes,Travel_Rarely,946.0,Research & Development,8.0,2,Technical Degree,1,9616.0,3,Male,51,4.0,2,Human Resources,4.0,Single,8425.0,16850.0,8.0,Y,Yes,10.0,2.0,4.0,80,1,12.0,1.0,1,3.0,2.0,3.0,3
32.0,Yes,Travel_Frequently,517.0,Research & Development,46.0,5,Life Sciences,1,3448.0,4,Female,42,3.0,1,Sales Executive,2.0,Divorced,9474.0,284220.0,6.0,Y,No,14.0,2.0,4.0,80,3,16.0,4.0,2,13.0,12.0,8.0,11
46.0,No,Travel_Rarely,123.0,Research & Development,16.0,1,Life Sciences,1,4464.0,3,Male,99,4.0,3,Manufacturing Director,1.0,Divorced,1566.0,7830.0,4.0,Y,No,32.0,1.0,4.0,80,2,25.0,4.0,4,12.0,3.0,9.0,7
51.0,No,Non-Travel,1293.0,Research & Development,22.0,5,Human Resources,1,9365.0,3,Male,110,2.0,4,Developer,4.0,Married,30308.0,151540.0,6.0,Y,No,31.0,2.0,4.0,80,1,18.0,4.0,1,8.0,8.0,5.0,2
28.0,No,Travel_Rarely,420.0,Support,31.0,5,Marketing,1,4968.0,4,Female,55,4.0,4,Research Director,2.0,Divorced,34905.0,383955.0,7.0,Y,Yes,25.0,2.0,4.0,80,4,25.0,2.0,3,16.0,13.0,9.0,3
46.0,No,Non-Travel,163.0,Support,10.0,1,Technical Degree,1,5828.0,3,Male,49,1.0,2,Manager,4.0,Married,35096.0,105288.0,6.0,Y,No,19.0,4.0,1.0,80,3,2.0,1.0,2,2.0,1.0,2.0,1
19.0,No,Travel_Rarely,870.0,Support,1.0,5,Other,1,579.0,3,Male,166,2.0,4,Research Scientist,2.0,Single,44324.0,1019452.0,5.0,Y,Yes,25.0,2.0,4.0,80,4,23.0,3.0,2,13.0,6.0,6.0,12
34.0,Yes,Travel_Frequently,411.0,Support,14.0,1,Human Resources,1,8997.0,1,Male,131,4.0,3,Manager,1.0,Married,42306.0,169224.0,5.0,Y,Yes,40.0,1.0,2.0,80,1,28.0,2.0,1,1.0,1.0,1.0,1
50.0,No,Travel_Frequently,915.0,Research & Development,11.0,1,Technical Degree,1,780.0,1,Male,141,4.0,1,Laboratory Technician,2.0,Married,47456.0,189824.0,6.0,Y,No,41.0,3.0,2.0,80,3,31.0,3.0,3,1.0,1.0,1.0,1
29.0,No,Non-Travel,167.0,Sales,27.0,4,Technical Degree,1,9.0,4,Female,160,2.0,5,Research Director,2.0,Divorced,39705.0,873510.0,3.0,Y,No,20.0,2.0,2.0,80,1,20.0,4.0,1,20.0,18.5,4.0,1
41.0,Yes,Non-Travel,819.0,Human Resources,32.0,2,Human Resources,1,7317.0,3,Female,60,4.0,3,Sales Representative,4.0,Divorced,18132.0,290112.0,7.0,Y,Yes,20.0,3.0,1.0,80,4,26.0,4.0,1,23.0,9.0,12.0,4
60.0,Yes,Travel_Rarely,942.0,Sales,8.0,1,Human Resources,1,1403.0,1,Male,142,2.0,2,Laboratory Technician,3.0,Divorced,37499.0,824978.0,4.0,Y,No,13.0,2.0,3.0,80,4,22.0,5.0,3,17.0,1.0,8.0,14
24.0,Yes,Non-Travel,619.0,Sales,44.0,2,Marketing,1,1372.0,2,Male,40,1.0,5,Sales Executive,2.0,Divorced,28267.0,113068.0,1.0,Y,Yes,22.0,1.0,3.0,80,2,20.0,4.0,2,2.0,2.0,1.0,2
39.0,No,Travel_Rarely,576.0,Human Resources,7.0,4,Human Resources,1,4624.0,3,Male,101,4.0,1,Human Resources,1.0,Single,29467.0,88401.0,7.0,Y,Yes,19.0,3.0,3.0,80,3,22.0,3.0,4,12.0,11.0,11.0,4
56.0,No,Non-Travel,526.0,Human Resources,9.0,2,Medical,1,6628.0,3,Female,162,4.0,4,Sales Representative,2.0,Divorced,9339.0,205458.0,4.0,Y,No,3.0,3.0,4.0,80,2,35.0,3.0,1,19.0,6.0,15.0,15
48.0,Yes,Travel_Frequently,847.0,Hardware,2.0,1,Technical Degree,1,8013.0,2,Female,149,2.0,5,Sales Executive,1.0,Single,14647.0,102529.0,5.0,Y,Yes,11.0,4.0,1.0,80,3,25.0,1.0,1,22.0,18.0,9.0,8
19.0,Yes,Travel_Frequently,1345.0,Hardware,15.0,4,Human Resources,1,8535.0,1,Female,46,3.0,5,Human Resources,4.0,Divorced,14674.0,425546.0,5.0,Y,Yes,37.0,1.0,2.0,80,3,36.0,3.0,4,22.0,18.0,1.0,1
23.0,Yes,Travel_Frequently,185.0,Research & Development,41.0,2,Marketing,1,1131.0,4,Female,100,3.0,5,Manager,1.0,Married,12099.0,120990.0,5.0,Y,No,34.0,4.0,2.0,80,4,9.0,4.0,3,4.0,4.0,1.0,1
25.0,No,Travel_Rarely,216.0,Hardware,13.0,4,Medical,1,9198.0,4,Male,99,2.0,4,Sales Representative,2.0,Divorced,41460.0,704820.0,5.0,Y,No,26.0,1.0,3.0,80,4,28.0,2.0,1,23.0,11.0,17.0,2
43.0,No,Travel_Rarely,1332.0,Human Resources,6.0,5,Other,1,9562.0,1,Male,145,3.0,4,Sales Executive,1.0,Divorced,2631.0,47358.0,5.0,Y,Yes,23.0,4.0,4.0,80,4,29.0,5.0,1,27.0,4.0,17.0,8
48.0,No,Travel_Frequently,751.0,Human Resources,22.0,2,Marketing,1,5859.0,4,Male,78,3.0,3,Developer,1.0,Single,13503.0,108024.0,3.0,Y,No,14.0,3.0,1.0,80,2,14.0,5.0,3,3.0,2.0,1.0,1
22.0,No,Travel_Frequently,671.0,Sales,7.0,3,Life Sciences,1,4379.0,2,Female,72,3.0,1,Developer,4.0,Single,31154.0,249232.0,5.0,Y,No,1.0,2.0,4.0,80,1,27.0,1.0,4,10.0,6.0,2.0,5
45.0,Yes,Non-Travel,495.0,Human Resources,29.0,2,Human Resources,1,3802.0,2,Male,66,4.0,3,Manager,3.0,Married,6033.0,36198.0,4.0,Y,No,38.0,4.0,1.0,80,3,25.0,1.0,1,15.0,3.0,7.0,8
50.0,No,Non-Travel,735.0,Sales,39.0,2,Other,1,7696.0,2,Female,110,1.0,4,Research Director,4.0,Divorced,9487.0,37948.0,3.0,Y,No,13.0,4.0,3.0,80,4,12.0,6.0,4,8.0,4.0,3.0,3
30.0,Yes,Travel_Rarely,112.0,Human Resources,37.0,3,Technical Degree,1,261.0,4,Male,115,3.0,5,Manufacturing Director,2.0,Single,48618.0,437562.0,4.0,Y,Yes,30.0,2.0,3.0,80,4,12.0,1.0,3,7.0,2.0,3.0,5
33.0,Yes,Travel_Rarely,970.0,Support,11.0,4,Life Sciences,1,1874.0,3,Female,147,4.0,1,Manufacturing Director,2.0,Married,42728.0,897288.0,2.0,Y,Yes,13.0,3.0,4.0,80,1,35.0,1.0,4,21.0,12.0,17.0,12
44.0,No,Travel_Rarely,1147.0,Hardware,49.0,1,Other,1,2402.0,2,Male,90,3.0,4,Research Director,4.0,Single,16355.0,114485.0,7.0,Y,Yes,27.0,2.0,3.0,80,3,8.0,6.0,1,4.0,1.0,1.0,2
47.0,No,Non-Travel,615.0,Support,38.0,3,Technical Degree,1,452.0,4,Male,168,1.0,2,Laboratory Technician,2.0,Married,5351.0,149828.0,8.0,Y,No,38.0,1.0,2.0,80,2,3.0,5.0,1,3.0,2.0,1.0,2
48.0,No,Travel_Rarely,1474.0,Sales,23.0,4,Marketing,1,904.0,3,Male,152,1.0,3,Sales Representative,3.0,Divorced,12553.0,288719.0,4.0,Y,Yes,37.0,2.0,3.0,80,3,7.0,5.0,1,6.0,6.0,1.0,1
56.0,Yes,Travel_Frequently,1034.0,Support,31.0,4,Life Sciences,1,1113.0,3,Female,147,3.0,4,Sales Executive,4.0,Divorced,15088.0,165968.0,0.0,Y,No,29.0,3.0,2.0,80,2,13.0,4.0,3,13.0,4.0,6.0,8
50.0,Yes,Travel_Frequently,456.0,Support,8.0,4,Medical,1,918.0,1,Male,75,4.0,2,Developer,4.0,Divorced,21265.0,276445.0,5.0,Y,No,30.0,2.0,1.0,80,1,1.0,2.0,2,1.0,1.0,1.0,1
23.0,No,Non-Travel,872.0,Research & Development,13.0,1,Other,1,9765.0,4,Female,47,4.0,5,Manufacturing Director,1.0,Divorced,1706.0,18766.0,6.0,Y,No,17.0,2.0,2.0,80,1,33.0,1.0,2,33.0,18.5,17.0,12
43.0,No,Travel_Rarely,804.0,Sales,40.0,4,Marketing,1,1860.0,3,Female,48,3.0,5,Research Director,2.0,Divorced,5603.0,39221.0,2.0,Y,No,48.0,4.0,3.0,80,2,29.0,2.0,4,23.0,6.0,17.0,21
20.0,Yes,Travel_Frequently,1431.0,Human Resources,16.0,1,Human Resources,1,673.0,4,Female,173,3.0,1,Research Director,1.0,Married,35147.0,738087.0,7.0,Y,No,1.0,2.0,3.0,80,3,3.0,2.0,2,2.0,1.0,2.0,2
40.0,Yes,Travel_Rarely,1105.0,Sales,17.0,5,Human Resources,1,3632.0,2,Female,188,1.0,2,Research Director,3.0,Divorced,14188.0,411452.0,4.0,Y,No,30.0,4.0,4.0,80,1,14.0,1.0,2,11.0,7.0,11.0,10
41.0,No,Non-Travel,366.0,Support,15.0,3,Other,1,6930.0,1,Male,181,2.0,3,Research Director,2.0,Divorced,40071.0,320568.0,2.0,Y,No,33.0,3.0,1.0,80,2,8.0,2.0,3,7.0,7.0,6.0,3
33.0,Yes,Non-Travel,812.0,Sales,6.0,4,Medical,1,1062.0,1,Male,165,1.0,4,Manager,1.0,Married,30039.0,690897.0,8.0,Y,Yes,6.0,2.0,2.0,80,3,31.0,6.0,3,18.0,12.0,11.0,6
26.0,No,Non-Travel,1195.0,Hardware,48.0,5,Technical Degree,1,8476.0,1,Male,96,2.0,4,Research Scientist,1.0,Single,33458.0,468412.0,2.0,Y,No,47.0,3.0,2.0,80,3,14.0,2.0,2,3.0,2.0,3.0,3
42.0,Yes,Travel_Frequently,261.0,Sales,4.0,3,Medical,1,2418.0,2,Male,131,3.0,2,Healthcare Representative,2.0,Married,45139.0,767363.0,7.0,Y,No,3.0,4.0,3.0,80,4,34.0,6.0,3,9.0,6.0,4.0,6
45.0,No,Travel_Rarely,1152.0,Software,1.0,3,Human Resources,1,991.0,2,Female,120,3.0,5,Developer,4.0,Married,15819.0,458751.0,7.0,Y,Yes,0.0,4.0,3.0,80,1,29.0,3.0,3,8.0,4.0,8.0,5
24.0,No,Non-Travel,538.0,Sales,37.0,5,Other,1,982.0,1,Male,164,1.0,2,Research Scientist,4.0,Single,36763.0,110289.0,7.0,Y,Yes,1.0,4.0,1.0,80,1,31.0,6.0,3,15.0,4.0,11.0,1
40.0,Yes,Travel_Frequently,844.0,Software,12.0,1,Technical Degree,1,6026.0,1,Female,192,2.0,1,Sales Executive,2.0,Single,50357.0,1208568.0,8.0,Y,Yes,9.0,4.0,2.0,80,2,26.0,4.0,4,15.0,15.0,15.0,2
39.0,No,Non-Travel,312.0,Sales,2.0,5,Human Resources,1,8883.0,3,Female,190,4.0,1,Human Resources,3.0,Divorced,35929.0,826367.0,2.0,Y,No,37.0,1.0,4.0,80,1,15.0,3.0,3,12.0,5.0,7.0,2
58.0,No,Travel_Rarely,719.0,Research & Development,42.0,1,Marketing,1,9398.0,2,Female,163,2.0,3,Research Scientist,1.0,Single,41050.0,944150.0,8.0,Y,Yes,25.0,3.0,4.0,80,3,22.0,3.0,1,3.0,3.0,2.0,2
30.0,Yes,Non-Travel,1206.0,Sales,50.0,4,Technical Degree,1,5556.0,1,Male,93,1.0,2,Healthcare Representative,2.0,Divorced,42772.0,1154844.0,4.0,Y,Yes,17.0,4.0,2.0,80,1,18.0,4.0,1,4.0,3.0,4.0,4
54.0,No,Travel_Rarely,852.0,Support,37.0,5,Technical Degree,1,9428.0,2,Female,91,3.0,3,Manufacturing Director,4.0,Divorced,40511.0,405110.0,2.0,Y,Yes,41.0,2.0,2.0,80,4,34.0,3.0,3,16.0,4.0,1.0,14
57.0,Yes,Travel_Frequently,756.0,Sales,12.0,3,Other,1,444.0,3,Male,200,2.0,3,Research Scientist,3.0,Single,41172.0,864612.0,4.0,Y,No,43.0,1.0,1.0,80,1,10.0,2.0,3,8.0,4.0,1.0,4
46.0,No,Non-Travel,1150.0,Research & Development,32.0,2,Marketing,1,6680.0,3,Male,51,2.0,4,Sales Executive,1.0,Married,26040.0,364560.0,6.0,Y,No,8.0,3.0,3.0,80,4,2.0,1.0,3,2.0,2.0,2.0,2
23.0,Yes,Travel_Frequently,1235.0,Research & Development,14.0,2,Other,1,8557.0,3,Male,199,4.0,1,Research Scientist,1.0,Married,26844.0,26844.0,5.0,Y,No,33.0,4.0,4.0,80,2,11.0,4.0,1,2.0,2.0,2.0,1
22.0,Yes,Travel_Frequently,233.0,Hardware,20.0,3,Marketing,1,3021.0,4,Male,139,4.0,1,Manufacturing Director,2.0,Married,6732.0,100980.0,4.0,Y,No,43.0,3.0,1.0,80,3,37.0,4.0,4,11.0,8.0,3.0,1
23.0,Yes,Travel_Frequently,629.0,Support,27.0,2,Life Sciences,1,1085.0,2,Female,110,3.0,5,Sales Representative,4.0,Single,21469.0,128814.0,5.0,Y,No,47.0,2.0,3.0,80,1,32.0,3.0,2,24.0,11.0,17.0,5
22.0,No,Non-Travel,1468.0,Sales,44.0,5,Human Resources,1,8542.0,3,Female,199,2.0,3,Human Resources,3.0,Married,14748.0,412944.0,1.0,Y,No,22.0,2.0,2.0,80,1,3.0,5.0,3,1.0,1.0,1.0,1
24.0,No,Non-Travel,973.0,Hardware,28.0,5,Human Resources,1,5130.0,3,Male,78,3.0,4,Sales Representative,1.0,Married,47988.0,1151712.0,2.0,Y,No,35.0,3.0,2.0,80,2,22.0,3.0,2,19.0,15.0,11.0,8
27.0,Yes,Travel_Frequently,408.0,Research & Development,30.0,1,Other,1,2802.0,4,Female,91,1.0,4,Manager,3.0,Married,29199.0,145995.0,8.0,Y,Yes,26.0,1.0,1.0,80,4,28.0,2.0,4,18.0,4.0,10.0,6
44.0,Yes,Non-Travel,1128.0,Sales,9.0,3,Technical Degree,1,9065.0,4,Male,176,4.0,1,Manufacturing Director,2.0,Single,15903.0,63612.0,2.0,Y,Yes,34.0,4.0,4.0,80,4,10.0,4.0,2,9.0,6.0,4.0,5
18.0,No,Travel_Rarely,727.0,Sales,12.0,3,Marketing,1,6259.0,1,Female,52,4.0,5,Developer,2.0,Divorced,25353.0,253530.0,5.0,Y,Yes,12.0,1.0,2.0,80,2,13.0,5.0,2,13.0,1.0,1.0,10
46.0,No,Travel_Frequently,905.0,Software,48.0,1,Life Sciences,1,1758.0,2,Female,165,3.0,1,Manager,1.0,Divorced,33015.0,66030.0,1.0,Y,Yes,29.0,2.0,2.0,80,2,4.0,2.0,4,4.0,3.0,3.0,3
22.0,Yes,Non-Travel,496.0,Research & Development,30.0,3,Marketing,1,7219.0,1,Female,116,3.0,5,Developer,1.0,Single,15785.0,15785.0,1.0,Y,Yes,26.0,2.0,3.0,80,4,34.0,3.0,4,4.0,1.0,4.0,2
56.0,No,Non-Travel,680.0,Sales,48.0,2,Medical,1,3779.0,2,Female,42,3.0,2,Human Resources,2.0,Married,42973.0,85946.0,1.0,Y,No,26.0,2.0,3.0,80,2,30.0,5.0,1,21.0,1.0,17.0,4
23.0,No,Travel_Rarely,1104.0,Research & Development,11.0,5,Technical Degree,1,8700.0,3,Female,114,4.0,5,Healthcare Representative,1.0,Single,45920.0,505120.0,6.0,Y,Yes,36.0,1.0,1.0,80,3,6.0,6.0,4,2.0,1.0,2.0,2
28.0,Yes,Travel_Frequently,905.0,Research & Development,35.0,2,Life Sciences,1,4997.0,2,Female,135,2.0,3,Manager,1.0,Divorced,37884.0,568260.0,2.0,Y,Yes,15.0,2.0,2.0,80,4,2.0,1.0,3,2.0,1.0,2.0,2
53.0,Yes,Travel_Frequently,593.0,Support,16.0,4,Human Resources,1,5603.0,2,Male,52,1.0,2,Healthcare Representative,1.0,Single,4052.0,64832.0,3.0,Y,No,1.0,2.0,1.0,80,4,16.0,6.0,3,7.0,2.0,2.0,1
31.0,Yes,Travel_Frequently,271.0,Research & Development,45.0,1,Life Sciences,1,4440.0,2,Male,68,3.0,4,Laboratory Technician,2.0,Married,3351.0,10053.0,1.0,Y,Yes,7.0,4.0,1.0,80,3,29.0,2.0,1,16.0,12.0,4.0,1
56.0,No,Travel_Rarely,970.0,Human Resources,11.0,3,Marketing,1,1965.0,1,Female,47,4.0,5,Sales Representative,4.0,Divorced,39354.0,511602.0,0.0,Y,No,8.0,2.0,4.0,80,4,31.0,3.0,3,5.0,4.0,3.0,2
59.0,No,Travel_Frequently,1389.0,Human Resources,16.0,4,Life Sciences,1,3712.0,1,Male,86,2.0,3,Manager,3.0,Divorced,32854.0,722788.0,4.0,Y,No,24.0,1.0,3.0,80,2,18.0,4.0,1,5.0,3.0,3.0,3
21.0,No,Non-Travel,218.0,Research & Development,41.0,2,Human Resources,1,6521.0,1,Female,53,1.0,2,Developer,1.0,Divorced,23397.0,350955.0,6.0,Y,Yes,46.0,4.0,4.0,80,1,3.0,3.0,1,2.0,2.0,1.0,1
53.0,Yes,Travel_Frequently,1489.0,Sales,43.0,1,Life Sciences,1,8344.0,4,Male,174,4.0,3,Healthcare Representative,1.0,Single,49345.0,345415.0,0.0,Y,Yes,45.0,2.0,4.0,80,4,39.0,2.0,3,30.0,18.5,17.0,23
29.0,Yes,Non-Travel,838.0,Hardware,2.0,2,Marketing,1,9235.0,2,Female,111,4.0,3,Laboratory Technician,3.0,Single,8006.0,56042.0,4.0,Y,No,46.0,1.0,4.0,80,1,13.0,2.0,3,8.0,2.0,1.0,3
30.0,Yes,Travel_Rarely,927.0,Software,12.0,5,Marketing,1,6141.0,2,Male,94,3.0,2,Human Resources,4.0,Single,23301.0,116505.0,4.0,Y,No,2.0,3.0,3.0,80,3,39.0,1.0,4,35.5,16.0,10.0,27
34.0,No,Travel_Frequently,1115.0,Sales,34.0,4,Technical Degree,1,374.0,2,Female,51,1.0,3,Research Scientist,4.0,Divorced,1634.0,22876.0,7.0,Y,No,39.0,3.0,1.0,80,1,9.0,5.0,2,9.0,6.0,8.0,4
57.0,No,Travel_Frequently,201.0,Support,20.0,4,Life Sciences,1,5959.0,2,Female,159,2.0,3,Sales Representative,1.0,Single,29603.0,532854.0,1.0,Y,No,44.0,3.0,3.0,80,2,20.0,2.0,2,8.0,6.0,2.0,8
30.0,Yes,Travel_Rarely,922.0,Sales,2.0,5,Medical,1,5770.0,1,Female,43,1.0,1,Sales Executive,4.0,Divorced,44797.0,671955.0,5.0,Y,No,0.0,1.0,4.0,80,4,30.0,1.0,3,8.0,8.0,1.0,2
34.0,No,Travel_Frequently,346.0,Hardware,13.0,5,Life Sciences,1,7484.0,4,Female,44,1.0,2,Sales Executive,4.0,Single,17689.0,424536.0,0.0,Y,Yes,36.0,4.0,1.0,80,2,25.0,1.0,2,16.0,3.0,4.0,10
42.0,Yes,Travel_Frequently,687.0,Software,46.0,5,Life Sciences,1,5442.0,4,Male,136,3.0,3,Research Director,2.0,Married,23400.0,702000.0,0.0,Y,No,9.0,2.0,4.0,80,3,10.0,2.0,3,9.0,9.0,3.0,1
46.0,Yes,Non-Travel,254.0,Research & Development,4.0,5,Human Resources,1,9803.0,2,Male,73,2.0,2,Research Scientist,4.0,Married,3259.0,35849.0,0.0,Y,Yes,0.0,4.0,4.0,80,1,32.0,6.0,2,9.0,7.0,6.0,3
48.0,Yes,Travel_Frequently,756.0,Hardware,43.0,4,Other,1,7248.0,4,Female,117,4.0,4,Laboratory Technician,4.0,Single,1520.0,28880.0,7.0,Y,No,20.0,3.0,3.0,80,4,19.0,5.0,1,18.0,11.0,9.0,12
55.0,No,Travel_Frequently,1387.0,Human Resources,46.0,4,Medical,1,5641.0,2,Male,123,4.0,4,Healthcare Representative,1.0,Divorced,35861.0,788942.0,8.0,Y,No,40.0,2.0,2.0,80,4,16.0,5.0,2,12.0,12.0,11.0,10
31.0,Yes,Non-Travel,918.0,Sales,17.0,2,Other,1,4694.0,1,Female,130,4.0,4,Manager,4.0,Married,49475.0,791600.0,7.0,Y,Yes,41.0,3.0,4.0,80,3,10.0,4.0,4,2.0,1.0,1.0,1
38.0,No,Travel_Rarely,840.0,Human Resources,37.0,5,Human Resources,1,2362.0,3,Male,38,3.0,5,Research Scientist,3.0,Married,33452.0,869752.0,4.0,Y,No,19.0,1.0,1.0,80,4,8.0,5.0,4,3.0,1.0,3.0,2
59.0,Yes,Travel_Rarely,1108.0,Software,18.0,3,Other,1,6921.0,2,Female,130,1.0,4,Sales Representative,2.0,Divorced,18972.0,360468.0,6.0,Y,Yes,31.0,3.0,1.0,80,1,23.0,4.0,4,17.0,10.0,17.0,15
37.0,Yes,Travel_Frequently,1146.0,Software,16.0,4,Medical,1,9898.0,3,Male,50,1.0,5,Manufacturing Director,4.0,Single,8450.0,101400.0,7.0,Y,Yes,19.0,4.0,3.0,80,4,22.0,1.0,2,11.0,8.0,4.0,1
53.0,Yes,Travel_Frequently,864.0,Hardware,20.0,4,Human Resources,1,5852.0,4,Female,168,4.0,2,Healthcare Representative,3.0,Single,44293.0,708688.0,8.0,Y,Yes,22.0,3.0,4.0,80,2,23.0,6.0,2,3.0,1.0,1.0,1
38.0,No,Travel_Rarely,538.0,Hardware,41.0,3,Marketing,1,3433.0,1,Female,138,2.0,2,Healthcare Representative,4.0,Single,30489.0,426846.0,5.0,Y,Yes,35.0,2.0,3.0,80,2,38.0,5.0,2,3.0,3.0,3.0,3
54.0,No,Travel_Frequently,250.0,Support,45.0,1,Technical Degree,1,7153.0,2,Male,34,4.0,1,Developer,1.0,Divorced,15283.0,290377.0,7.0,Y,No,24.0,4.0,1.0,80,1,25.0,2.0,4,5.0,2.0,2.0,2
50.0,No,Travel_Rarely,631.0,Research & Development,3.0,2,Marketing,1,9805.0,2,Female,132,4.0,3,Human Resources,2.0,Married,11263.0,135156.0,2.0,Y,No,40.0,2.0,1.0,80,2,30.0,1.0,3,30.0,18.5,3.0,13
27.0,Yes,Travel_Rarely,857.0,Support,21.0,5,Medical,1,9943.0,4,Male,80,4.0,4,Research Director,1.0,Married,39985.0,519805.0,1.0,Y,No,45.0,2.0,1.0,80,1,24.0,6.0,3,19.0,5.0,16.0,6
29.0,No,Travel_Rarely,1061.0,Software,9.0,4,Medical,1,3740.0,2,Female,85,2.0,2,Research Scientist,4.0,Single,15430.0,216020.0,5.0,Y,Yes,1.0,2.0,4.0,80,3,12.0,4.0,4,3.0,3.0,3.0,2
43.0,Yes,Non-Travel,458.0,Sales,47.0,4,Medical,1,4589.0,3,Male,174,3.0,2,Research Director,2.0,Divorced,31218.0,218526.0,5.0,Y,No,48.0,1.0,2.0,80,1,28.0,3.0,4,4.0,1.0,1.0,3
41.0,No,Travel_Frequently,1364.0,Support,43.0,5,Marketing,1,8970.0,1,Female,48,4.0,4,Sales Executive,2.0,Single,45053.0,135159.0,8.0,Y,Yes,38.0,4.0,3.0,80,1,1.0,4.0,4,1.0,1.0,1.0,1
43.0,No,Travel_Rarely,604.0,Research & Development,7.0,3,Other,1,8352.0,1,Male,70,3.0,3,Manager,2.0,Divorced,44945.0,1313547.125,7.0,Y,Yes,33.0,4.0,2.0,80,4,38.0,2.0,4,22.0,18.0,7.0,18
57.0,No,Travel_Rarely,185.0,Hardware,2.0,5,Marketing,1,5664.0,3,Male,62,3.0,5,Laboratory Technician,2.0,Single,19337.0,116022.0,2.0,Y,Yes,23.0,2.0,4.0,80,4,7.0,4.0,2,7.0,4.0,2.0,3
56.0,Yes,Travel_Frequently,791.0,Software,33.0,2,Marketing,1,2683.0,1,Male,50,2.0,2,Manager,1.0,Married,26329.0,315948.0,5.0,Y,Yes,43.0,1.0,2.0,80,4,7.0,3.0,2,4.0,4.0,2.0,3
39.0,No,Travel_Frequently,379.0,Support,12.0,3,Human Resources,1,5296.0,1,Male,36,1.0,2,Human Resources,1.0,Single,27470.0,54940.0,4.0,Y,No,4.0,1.0,2.0,80,4,8.0,2.0,1,3.0,2.0,3.0,1
53.0,No,Travel_Rarely,878.0,Software,24.0,3,Technical Degree,1,4314.0,4,Female,111,1.0,1,Manager,2.0,Single,32875.0,789000.0,0.0,Y,Yes,31.0,1.0,3.0,80,4,22.0,4.0,1,13.0,1.0,1.0,12
59.0,No,Travel_Rarely,1386.0,Hardware,21.0,1,Technical Degree,1,4398.0,1,Female,51,3.0,1,Research Director,2.0,Single,8901.0,178020.0,8.0,Y,Yes,0.0,3.0,3.0,80,3,13.0,3.0,3,5.0,1.0,1.0,3
